지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
143,2014-01-01,6.5,2.8,802,10.4,1252,,,,,,,12.7,290,1401,6.9,270,1422,3.1,2642,-9.7,14,1253,32.4,3,1007.4,1017.5,2343,1012,1,1015.3,9.8,8.8,1200,1.94,11.46,,,,,,,,3,-7.1,,,,,,,,,,,,,
143,2014-01-02,5.5,1.7,718,10.7,1442,,,,,,,8.4,270,1251,4.3,270,1310,1.9,1625,-11.2,14,1321,32,2.7,1013.5,1024,1013,1017.5,1,1021.5,9.8,9,1300,2.02,11.41,,,,,,,,2.9,-9.2,,,,,,,,,,,,,
143,2014-01-03,3.8,-1.7,709,10.8,1604,,,,,,,3.1,270,1312,2,270,1316,.8,694,-10.4,17,1550,35.9,2.8,1010.1,1022,1,1015.1,1604,1018.1,9.8,5.7,1200,1.49,7.87,,,,,,,,2,-10.1,,,,,,,,,,,,,
143,2014-01-04,4.3,-.8,809,10,1456,,,,,,,6.8,110,1643,3.9,140,2101,1.4,1199,-5.5,28,1231,50.9,4.2,1011,1020.8,2253,1016.7,1416,1018.9,9.8,8.8,1200,1.87,10.93,,,,,,,,4,-9.4,,,,,,,,,,,,,
143,2014-01-05,4.3,1.5,800,8.8,1329,,,,,,,7.1,290,1619,4.1,290,1431,1.9,1641,-8.3,18,1440,41.6,3.4,1015.2,1026.6,2347,1020.6,4,1023.1,9.8,7,1200,1.96,10.83,,,,,,,,3.5,-8,,,,,,,,,,,,,
143,2014-01-06,2.8,-1.5,725,9,1428,,,,,,,4.4,290,208,2.7,290,213,1.2,994,-11.1,15,1529,37,2.7,1020.6,1030.7,937,1026.2,40,1028.7,9.8,8.9,1200,1.93,11.27,,,,,,,,1.9,-10.8,,,,,,,,,,,,,
143,2014-01-07,3.4,-3,629,8.7,1432,,,,,,,4.7,290,1517,2.9,270,1515,1.3,1082,-8.5,27,1433,43,3.2,1018.1,1029.2,244,1023.5,2357,1026.2,9.9,5.9,1200,1.97,9.05,,,,,,,,1.8,-12.4,,,,,,,,,,,,,
143,2014-01-08,4.3,.9,2400,6.4,1510,,,,,,.2,8.6,290,2206,4.6,290,2100,2.1,1795,-4.5,26,2328,54,4.6,1011.9,1023.5,1,1016.1,1443,1019.8,9.9,0,1300,.46,2.56,,,,,,,,3.3,-3.6,,,,,,,,,,,,,
143,2014-01-09,-2.7,-5.4,2344,.9,1,,,,,,,11.6,320,1359,5.9,290,1359,3.8,3306,-23.1,9,1253,20.6,1,1019.1,1032.2,2355,1020.3,16,1027.3,9.9,9.6,1200,2.28,13.63,,,,,,,,-1.5,-10.8,,,,,,,,,,,,,
143,2014-01-10,-1.5,-6.2,607,3.7,1505,,,,,,,8.9,270,1530,5.1,290,1533,2.3,1990,-14.2,21,4,38.1,2.2,1024,1034,638,1030.3,1510,1032.2,9.9,9.1,1200,2.07,11.94,,,,,,,,-1,-12.4,,,,,,,,,,,,,
