지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
143,2012-01-01,1.2,-3.1,2351,5.6,1221,3.92,,,,,.2,11.8,340,2106,5.9,290,2112,2.5,2140,-7.1,48,2315,53.8,3.7,1015.6,1025.4,1,1020.4,1508,1023.7,9.8,1.4,1100,1.32,4.81,.3,2045,.3,2045,.3,5.9,5.3,.8,-5.9,,,,,,,,,,,,,
143,2012-01-02,-1,-4.4,623,4.5,1503,,,,,,,6.6,270,207,4.2,270,212,2.2,1927,-11.7,24,1541,45.1,2.5,1017.9,1028.9,853,1024.1,1425,1026.1,9.8,8.7,1200,1.94,11.05,,,.2,1,,2.1,0,-.4,-8.1,,,,,,,,,,,,,
143,2012-01-03,-.1,-2.6,731,3.8,1527,1.75,,,,,1,7.2,320,2212,3.8,290,2200,2.1,1839,-8.1,35,1528,56.1,3.4,1013.5,1024.8,616,1019,1654,1021.6,9.8,4,1300,1.54,7.49,2,1950,2,1950,2,6.3,2.3,.1,-7.8,,,,,,,,,,,,,
143,2012-01-04,-3.2,-4.8,801,-.4,1450,1.67,,,,,.5,9.9,270,1119,6.2,270,1120,3.2,2722,-12,37,1452,51,2.4,1016.8,1028.3,2400,1020.4,1,1025,9.8,8.6,1200,1.85,10.87,1.5,145,3.5,145,1.5,3.4,2.4,-.3,-8.8,,,,,,,,,,,,,
143,2012-01-05,-2.1,-5.6,640,3.1,1523,,,,,,,7.4,250,1432,4.6,270,1326,2.6,2247,-13.4,25,1524,43.3,2.2,1021,1031.4,949,1027.1,1534,1029.2,9.8,9.5,1200,2.07,12.24,,,,,,0,0,-1.5,-10,,,,,,,,,,,,,
143,2012-01-06,.1,-3.4,748,5.3,1528,,,,,,,7.4,270,1343,4.5,290,1255,2.1,1819,-12.2,27,1533,39.4,2.4,1022.9,1033.7,2357,1028.8,1348,1031.1,9.8,9.1,1300,1.83,10.76,,,,,,.5,0,-.3,-11.2,,,,,,,,,,,,,
143,2012-01-07,-.4,-6.2,735,6,1511,,,,,,,4.7,250,107,3,270,116,1.2,1068,-11.9,23,1617,43.4,2.5,1026.8,1037.5,1010,1033.2,1508,1035.1,9.9,9.2,1200,1.96,11.37,,,,,,0,0,-.6,-12.5,,,,,,,,,,,,,
143,2012-01-08,.3,-6.4,715,6.9,1513,,,,,,,6.6,270,2004,3.7,290,2009,1.5,1294,-13,12,1531,41,2.3,1023.4,1034.7,846,1028.3,1542,1031.6,9.9,8.6,1100,1.9,10.98,,,,,,2.4,.9,.2,-12.9,,,,,,,,,,,,,
143,2012-01-09,1.9,-1,443,6,1453,,,,,,,7.8,290,1217,4.2,290,1222,2.3,1960,-7.5,34,1414,50.4,3.5,1022.1,1032.7,1023,1027.9,1559,1030.2,9.9,7,1300,1.6,8.59,,,,,,2,0,1.1,-8.2,,,,,,,,,,,,,
143,2012-01-10,2.1,-.6,406,6,1438,,,,,,,8.6,320,1705,5,290,1454,2.2,1922,-10.7,19,1424,41.3,2.8,1019.2,1029.3,11,1024.9,1440,1027.3,9.9,6.8,1300,1.9,10.31,,,,,,5.1,0,2.1,-9.4,,,,,,,,,,,,,
143,2012-01-11,-1,-4.3,2356,2,1425,,,,,,,9.1,320,450,5.3,290,1259,3.3,2887,-16.2,17,1549,31.8,1.8,1022.1,1032.6,2037,1027.3,12,1030.3,9.9,9.2,1200,2.11,12.21,,,,,,1,.1,.8,-8,,,,,,,,,,,,,
143,2012-01-12,-1.8,-6.1,525,3.2,1548,,,,,,,8.5,270,1428,5.2,290,1113,2.5,2137,-13.9,27,1514,39.5,2.1,1021.1,1033.1,757,1025.7,1754,1029.3,9.9,9.4,1200,2.09,12.64,,,,,,2,1.6,-.8,-11.2,,,,,,,,,,,,,
143,2012-01-13,1.1,-3.7,701,6.6,1444,,,,,,,7.2,290,1541,3.9,290,1542,1.5,1282,-8.6,33,1546,49.3,3.2,1016.8,1026.9,1,1022.9,1520,1025,9.9,5.5,1300,1.6,8.1,,,,,,3.5,2.4,.3,-11.6,,,,,,,,,,,,,
