지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
119,2015-01-01,-6.4,-8.5,736,-3.4,1437,,,,,,,10,320,141,6.1,340,38,3.6,3131,-17.1,31,33,42.8,1.6,1020.6,1026.8,2210,1023,110,1025.1,9.7,8.5,1200,1.49,8.42,,,,,,1.1,1.1,-4.8,-9.7,,,,,,,,,,,.9,,
119,2015-01-02,-4.6,-8.3,758,-.5,1341,,,,,,,9.5,290,1249,6,320,1431,2.2,1894,-15,28,1320,45.4,1.9,1021.5,1028,2341,1024.2,1359,1025.9,9.7,8.5,1200,1.48,7.96,,,,,,2.1,1.9,-3.9,-10.3,,,,,,,,,,,1.1,,
119,2015-01-03,-2.6,-9.9,432,2.4,1358,,,,,,,3.7,320,1,2.8,340,2,1.2,1013,-9.6,37,1045,59.6,3.1,1019.7,1028,115,1019.6,2257,1024.1,9.7,7.4,1200,1.44,7.15,,,,,,5,4.8,-3.4,-12.1,,,,,,,,,,,.9,,
119,2015-01-04,2.1,-2.1,2349,8.5,1442,,,,,,,3.6,110,806,2.7,90,303,1.1,985,-2.2,56,1247,74.1,5.2,1014.3,1020.2,2042,1017,1313,1018.6,9.7,4.7,1200,1.09,5.38,,,,,,4.6,4.6,-.3,-5.4,,,,,,,,,,,2.3,,
119,2015-01-05,3.6,-2.9,558,9.3,1408,3.92,,,,,2,4.9,110,1132,3.7,110,1132,1.1,942,0,45,1514,80.1,6.2,1012.7,1022,335,1011.2,2354,1016.9,9.7,4.6,1100,1.12,5.89,,,,,,7,4.8,-.5,-6.1,,,,,,,,,,,.3,4.4,
119,2015-01-06,-1.5,-6.1,2151,4.2,1,4.5,,,,,2.4,9,320,845,5.3,320,852,3.4,2919,-10.7,28,1509,53.5,3.2,1013,1022.3,2239,1010.7,122,1017.3,9.7,8.9,1200,1.55,8.88,,,,,,3,2,-.8,-6.9,,,,,,,,,,,1.1,,
119,2015-01-07,-4.2,-6.9,521,.2,1448,,,,,,,7.7,340,659,4.4,320,140,2.5,2178,-18.1,24,1428,33.5,1.5,1018.8,1025.2,2344,1021.5,1343,1023.1,9.7,8.8,1200,1.53,8.74,,,,,,.9,0,-3.9,-8.7,,,,,,,,,,,1.2,,
119,2015-01-08,-4.7,-10.2,728,.8,1333,,,,,,,5.9,250,1623,4.1,250,1631,1.3,1162,-13,28,1403,55.4,2.3,1022.1,1028.2,919,1025.1,1,1026.5,9.8,9.2,1200,1.49,8.68,,,,,,0,0,-4.2,-11.8,,,,,,,,,,,.8,,
119,2015-01-09,-2.7,-8.1,420,3.3,1452,,,,,,,4.7,290,1517,3.3,250,1541,1.1,911,-7.5,41,1256,71.6,3.5,1021.3,1027.3,228,1024,2155,1025.7,9.8,5.1,1100,1.05,5.72,,,,,,1.4,1.4,-3.3,-10.3,,,,,,,,,,,1.1,,
119,2015-01-10,-.7,-6.8,559,5.8,1301,,,,,,,7.7,250,1438,5,270,1453,1.3,1112,-5.7,30,1341,70.8,4.1,1019.7,1026.3,950,1021.4,2355,1024.1,9.8,9,1300,1.45,8.52,,,,,,.5,.5,-3.1,-9.8,,,,,,,,,,,1.2,0,
119,2015-01-11,-.3,-2.9,126,3.6,1345,.25,,,,,0,9.5,290,1417,6.2,270,1449,2.8,2386,-7.7,40,2400,60.1,3.6,1020.4,1030.3,2328,1019.1,436,1024.7,9.8,9,1200,1.51,8.64,,,,,,2.1,1.6,-2.1,-6.5,,,,,,,,,,,1.2,,
119,2015-01-12,-2.3,-7.3,814,3.9,1429,,,,,,,7.3,340,24,4.3,320,13,1.3,1162,-13,24,1419,45.1,2.3,1030.6,1036.7,2131,1030.2,1,1035.1,9.8,9.1,1200,1.5,8.63,,,,,,0,0,-3.7,-10.5,,,,,,,,,,,2.4,,
119,2015-01-13,0,-7.1,413,6.7,1459,,,,,,,3.2,110,1251,2.1,110,1010,.7,620,-9,26,1454,54,3.1,1029.9,1037.2,256,1031.7,2338,1034.3,9.8,7,1200,1.46,7.56,,,,,,5.4,2.8,-2.3,-10,,,,,,,,,,,1.7,,
119,2015-01-14,3,-.6,31,7.6,1356,,,,,,,3.6,250,1636,2.6,230,1636,.8,674,-6.8,24,1357,49.6,3.7,1022.7,1031.7,1,1023.1,2329,1027,9.8,.8,1200,.84,3.3,,,,,,9.5,5.6,-.3,-3.1,,,,,,,,,,,.9,,
119,2015-01-15,2.8,-.9,2315,9.2,1429,,,,,,,6.1,270,1613,4.1,270,1614,1.2,1035,-4.5,38,1352,60.8,4.4,1018.4,1023.9,2034,1020.9,1419,1022.7,9.9,6.9,1300,1.3,7.02,,,,,,2.6,1.6,.1,-4.4,,,,,,,,,,,1,0,
