지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2013-01-01,-.3,-5.1,506,5.2,1529,5.78,,,,,.6,6.1,270,1450,3.1,250,1400,1.2,1024,-2.9,56,1549,83.5,5,1011.7,1022.4,2310,1019.5,717,1020.9,9.8,3.8,1200,1.34,5.09,1.4,1145,5.5,1145,1.4,7,6.1,.3,-9.8,,,,,,,,,,,,,
156,2013-01-02,-3.2,-7.9,2322,1.4,322,3.45,,,,,.5,10.9,20,1800,8.1,20,1805,2.8,2420,-9,50,1547,64.9,3.2,1021,1035.8,2350,1021.9,15,1030.4,9.9,9,1100,1.7,9.95,1,447,4,447,1,5,5,.1,-9.7,,,,,,,,,,,,,
156,2013-01-03,-6.8,-9.5,732,-2.7,1341,.32,,,,,0,8.6,50,936,5.8,20,1024,2.8,2450,-13.4,40,1350,60.3,2.2,1027.4,1039.1,1019,1035.2,2358,1036.9,9.9,8.4,1200,2,10.99,,,1.8,1,,2.4,.8,-1.6,-11.6,,,,,,,,,,,,,
156,2013-01-04,-6,-10.3,719,-.7,1455,,,,,,,6.3,20,1458,4.2,20,1521,2,1768,-14.6,30,1532,52.4,2,1022.3,1035.9,230,1028.5,2354,1031.8,9.9,9.2,1200,1.99,12,,,,,,1,0,-1.9,-12.9,,,,,,,,,,,,,
156,2013-01-05,-3.3,-9.3,247,2.9,1431,,,,,,,6.6,320,1536,4.7,50,1136,2.2,1911,-11,34,927,56.8,2.8,1017.3,1028.6,1,1024,1422,1026.6,9.9,8.7,1100,1.87,11.55,,,,,,3,1.9,-1.2,-12.3,,,,,,,,,,,,,
156,2013-01-06,-1.4,-4.4,2335,3,1355,,,,,,,7.5,50,819,5.9,50,806,2,1695,-9,32,1410,57.9,3.2,1016.4,1026.6,144,1024.2,1612,1025.6,9.9,8,1200,1.86,10.74,,,,,,3.8,1,1,-8.9,,,,,,,,,,,,,
156,2013-01-07,-2.3,-6.4,713,3.6,1438,,,,,,,10.1,20,1626,7.2,20,1631,2.5,2177,-12,20,1457,50.6,2.5,1015.3,1026.4,630,1022.6,1435,1024.6,9.9,9.2,1200,1.96,11.74,,,,,,.5,0,-.2,-10.1,,,,,,,,,,,,,
156,2013-01-08,-.7,-4.8,720,5.3,1348,,,,,,,8.8,360,1220,6,20,1341,3.2,2784,-10.4,25,1603,49.6,2.8,1015.8,1026.7,1021,1023.5,1337,1025,9.9,8.9,1200,1.84,10.69,,,,,,0,0,.1,-9.2,,,,,,,,,,,,,
156,2013-01-09,-3.4,-6.7,2400,.2,1144,,,,,,,11.3,20,1658,6.6,360,1704,3.3,2823,-11.1,41,102,55.1,2.6,1018.1,1028.9,2238,1025.5,1414,1027.4,10,8.2,1300,1.99,11.61,,,,,,2.9,2,-.1,-9.5,,,,,,,,,,,,,
156,2013-01-10,-4,-7.6,241,.7,1502,,,,,,,9.1,20,1551,6.4,20,1415,3.4,2907,-14.9,21,1506,45.3,2,1021.2,1032.3,2145,1028.6,412,1030.6,10,9.3,1200,2.05,12.45,,,,,,.5,.5,-1,-11.2,,,,,,,,,,,,,
156,2013-01-11,-1.5,-6.9,151,5.1,1510,,,,,,,6.5,50,444,5,50,429,1.7,1508,-12.2,22,1552,45.8,2.4,1020.3,1032.8,943,1026.5,2115,1029.6,10,8.2,1200,1.92,11.37,,,,,,2.8,0,-.8,-11.6,,,,,,,,,,,,,
156,2013-01-12,1.7,-2.6,653,8.3,1435,,,,,,,5.4,50,1450,3.1,20,1456,1,844,-3.7,48,1210,68.5,4.8,1017,1028.4,103,1024.6,1707,1026.2,10,7.9,1200,1.6,8.89,,,,,,3.9,3.9,1.4,-6.8,,,,,,,,,,,,,
156,2013-01-13,.7,-2.7,703,4.8,1524,,,,,,,6.4,50,614,4.1,50,619,1,897,-3.8,38,1653,73.1,4.6,1013.6,1026.3,213,1019.7,1529,1022.8,10,0,1100,.79,3.72,,,,,,6.8,.9,-.1,-8.6,,,,,,,,,,,,,
156,2013-01-14,.5,-4.4,622,6.4,1307,,,,,,,9.5,340,1435,5.3,20,1401,1.7,1432,-5.3,27,1312,67,4.2,1012.2,1025.5,2400,1019,516,1021.4,10,7.9,1200,1.78,10.52,,,,,,.6,.6,.4,-10.3,,,,,,,,,,,,,
156,2013-01-15,.2,-4.6,712,6.4,1500,,,,,,,4.7,70,24,3.7,50,28,1.2,1023,-7.3,33,1622,58.6,3.5,1016,1027.6,945,1023.4,1909,1025.2,10.1,7.9,1200,1.82,10.29,,,,,,2.3,0,.8,-9.6,,,,,,,,,,,,,
156,2013-01-16,-.1,-3.3,657,3.4,1220,1.17,,,,,0,6.8,50,1900,4.3,20,1900,1.4,1225,-4.1,58,1151,74.4,4.6,1015.8,1026.4,2041,1023,1351,1025,10.1,0,1100,.93,3.83,,,,,,8.4,6.1,-.2,-8.4,,,,,,,,,,,,,
156,2013-01-17,-1.9,-4.9,2331,.3,14,2.65,,,,,0,9.2,20,902,5,20,1546,2.5,2165,-7.8,53,1301,63.8,3.4,1020.2,1032.4,2348,1026.2,1,1029.5,10.1,3.7,1100,1.29,5.89,,,,,,6.1,5.8,.3,-9.5,,,,,,,,,,,,,
156,2013-01-18,-1.6,-7,725,4.7,1513,,,,,,,6.5,270,1510,3.3,50,1035,1.3,1136,-7.2,41,1349,66.5,3.6,1022,1033.8,833,1029.3,1611,1031.4,10.1,9.4,1200,2.08,12.82,,,,,,1.1,1.1,.2,-11.5,,,,,,,,,,,,,
156,2013-01-19,1.7,-1.3,230,6.8,1305,,,,,,,5,70,1553,2.9,230,1305,.9,762,-3.6,48,1306,68.6,4.7,1021.2,1032.5,2237,1028.6,1415,1030.3,10.1,1.1,1200,1.41,5.67,,,,,,6.3,6.3,1.5,-6.2,,,,,,,,,,,,,
156,2013-01-20,4.2,-2.6,632,10.8,1412,2.47,,,,,.5,10.1,200,1503,7.2,200,1511,2.2,1917,-1.4,40,1414,69.8,5.6,1021,1033.8,1039,1027.5,2356,1030.1,10.2,5.8,1200,1.88,9.79,,,,,,6.8,1.9,3.5,-7.6,,,,,,,,,,,,,
156,2013-01-21,6.8,5.5,1,7.9,212,20.25,,,,,13.5,5.9,180,147,3.5,250,2340,1.4,1182,5.7,72,144,93,9.1,1011.1,1027.5,1,1016.7,1730,1020,10.2,0,1400,.16,.82,,,,,,10,6.8,5.4,4.4,,,,,,,,,,,,,
156,2013-01-22,4.1,3.2,2348,6.4,1,1.13,,,,,.2,7.5,270,428,3.6,50,1556,1.8,1530,1.5,73,1334,83.9,6.8,1012.3,1023.3,1003,1017.1,10,1021.3,10.2,0,1300,.37,2.03,,,,,,10,6.4,4.5,2.8,,,,,,,,,,,,,
156,2013-01-23,2.8,1.4,2204,3.7,1211,14.88,,,,,3,5,250,1848,3,250,818,1.1,909,1.5,82,1934,91.5,6.8,1011.3,1022.4,1,1018.9,1613,1020.3,10.2,0,1100,.36,1.38,,,,,,9.6,7.1,3.2,-3.4,,,,,,,,,,,,,
156,2013-01-24,1.2,-.9,2356,3.9,1246,3.02,,,,,.1,9.2,20,2247,4.9,20,2250,1.7,1501,-2.1,57,2113,78.9,5.3,1009.7,1021.6,2349,1016.7,1543,1018.8,10.3,0,1100,.41,1.82,,,,,,8,4.4,1.2,-5.5,,,,,,,,,,,,,
156,2013-01-25,-2.5,-4.1,1950,.3,1210,9.75,,,,,0,10.6,340,1430,4.2,20,246,2.3,1999,-8.3,45,1211,64.9,3.3,1013.7,1023.9,1103,1021.5,1,1023,10.3,7.8,1100,1.83,9.76,,,,,,6.4,6.4,1.9,-5.6,,,,,,,,,,,,,
156,2013-01-26,-3.3,-5.3,837,.3,1511,5.35,,,,,.1,9.7,50,1135,5.4,20,1632,2.3,2025,-10,33,1541,60.8,2.9,1014.8,1026.5,2342,1021.6,453,1024.1,10.3,9.1,1300,2.27,12.89,.3,451,.3,451,.3,4.6,4.6,1.9,-7.7,,,,,,,,,,,,,
156,2013-01-27,-2.2,-4.5,749,-.3,1554,9.62,,,,,.1,9.5,290,1255,4.6,20,1849,1.7,1461,-7.2,60,200,69,3.6,1017.4,1028,2237,1025.3,1423,1026.6,10.4,4.5,1300,1.1,7.26,0,,0,,0,6.3,6.3,.2,-8.7,,,,,,,,,,,,,
156,2013-01-28,0,-5.4,734,5.9,1505,,,,,,,4.4,50,1343,2.5,50,1243,.9,761,-5.4,47,1300,68.4,4.1,1018.9,1030.1,1125,1026.8,1656,1028.1,10.4,8.5,1200,2.17,12.53,,,,,,2.4,2.4,2.2,-9.6,,,,,,,,,,,,,
