지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
143,2010-01-01,-3.3,-7.4,316,1.9,1548,,,,,,,7.2,270,301,4.4,270,118,2.4,2070,-14.7,29,1518,41.3,2,1014,1023.1,919,1019.4,1442,1021.3,9.8,9,1200,1.91,11.07,,,,,,.1,.1,-4.4,-12.5,,,,,,,,,,,,,
143,2010-01-02,.5,-5.4,422,7,1528,,,,,,,9.1,320,2206,5,290,2221,1.5,1328,-7.4,39,1218,56,3.6,1009.6,1021.2,247,1012.1,1445,1016.8,9.8,3.4,1100,1.44,6.19,,,,,,2.8,2.3,-1,-13.5,,,,,,,,,,,,,
143,2010-01-03,-.8,-3.9,734,3,1518,,,,,,,8.9,270,41,4.9,270,25,2.3,1991,-14.7,15,1533,36.4,2,1012.7,1022.1,956,1018.1,0,1020,9.8,8.8,1200,1.94,11.36,,,,,,1.6,0,-1.9,-10.7,,,,,,,,,,,,,
143,2010-01-04,-1,-3.1,1145,1.5,1537,4.83,,,,,2.2,8.7,290,2242,4.8,270,2250,1.9,1646,-8.8,27,927,58.5,3.4,1005.3,1019.4,0,1006.3,1458,1012.5,9.8,1.1,1400,1.2,3.42,2.7,1340,2.7,1340,2.8,7,5.8,-.6,-7.4,,,,,,,,,,,,,
143,2010-01-05,-3.1,-6.4,2351,-.1,1430,,,,,,,12.6,340,1149,6.4,290,1154,3.6,3090,-12.9,32,1425,47.6,2.3,1012.8,1023.1,2351,1015.4,0,1020.2,9.8,8.5,1200,2.06,11.42,,,2.3,0,,2,2,-2,-12.2,,,,,,,,,,,,,
143,2010-01-06,-5.4,-8.4,635,-.7,1448,,,,,,,10.4,250,1250,5.8,290,1259,2.8,2426,-14.6,30,1416,49.4,2,1016.4,1025.3,925,1021.5,1420,1023.8,9.8,9.2,1200,2,11.72,,,.7,0,,0,0,-5.6,-16.8,,,,,,,,,,,,,
143,2010-01-07,-4.5,-7.5,559,-.4,1423,,,,,,,8.3,320,1334,4.7,290,1239,2.7,2340,-13.6,34,1317,49.6,2.2,1017.3,1026,1010,1023.3,1507,1024.7,9.9,9.1,1200,2,11.64,,,,,,.1,.1,-4.9,-13.1,,,,,,,,,,,,,
143,2010-01-08,-2.8,-8.6,734,3.2,1456,,,,,,,8.7,270,1315,4.9,270,1316,2.2,1906,-12.2,30,1457,50.4,2.4,1016.1,1024.9,1012,1021.3,1503,1023.4,9.9,8.9,1200,1.92,11.28,,,,,,0,0,-3.7,-14.9,,,,,,,,,,,,,
143,2010-01-09,-.1,-4.1,207,4.1,1257,,,,,,,6.9,270,1300,4.2,270,1308,1.8,1541,-10.5,19,1305,48.3,2.8,1017.2,1026.1,2343,1022.6,1441,1024.5,9.9,4.1,1200,1.44,7.95,,,,,,6.8,4.1,-1.6,-13.9,,,,,,,,,,,,,
143,2010-01-10,.6,-2.8,758,3.3,1455,,,,,,,5.4,320,1224,3,290,1231,1.6,1355,-7.8,38,1504,54.1,3.4,1018.6,1028.5,1012,1024.1,2334,1025.9,9.9,0,1100,1.07,6.06,,,,,,7.6,1.8,-.4,-11.9,,,,,,,,,,,,,
143,2010-01-11,.2,-1.9,729,3.2,1406,,,,,,,9.7,290,1455,5.4,290,1429,3,2609,-9.2,32,1317,49.9,3.1,1014.6,1024.5,330,1019.9,1342,1021.9,9.9,2.8,1000,1.36,7.49,,,,,,6.5,.5,-.5,-7.4,,,,,,,,,,,,,
143,2010-01-12,-3.2,-5.2,2152,-.2,5,,,,,,,12.2,270,1231,6.4,270,1234,3.4,2979,-15.8,20,1408,39,1.9,1011.8,1021.4,956,1016.6,1516,1019.2,9.9,5.5,1200,2.06,9.49,,,,,,4.9,1.6,-1.6,-11.7,,,,,,,,,,,,,
143,2010-01-13,-6.3,-8.9,734,-2.9,1507,,,,,,,13.8,320,1221,7.1,290,1226,4.4,3799,-18.4,23,1200,38.9,1.5,1014.7,1027.1,2327,1017.8,133,1022.2,10,9,1200,2.14,12.61,,,,,,.3,.3,-4.8,-12.2,,,,,,,,,,,,,
143,2010-01-14,-4.3,-8.6,647,1.2,1559,,,,,,,7,270,56,4.5,270,100,2.2,1858,-13.5,33,1549,49.4,2.2,1020.7,1030.4,1049,1026.5,1725,1028.1,10,8.5,1200,2,11.49,,,,,,.1,.1,-3.4,-13.9,,,,,,,,,,,,,
143,2010-01-15,-1.2,-7,711,4.8,1518,,,,,,,8.4,320,1500,5.3,290,1506,1.8,1517,-9.7,41,1457,53.4,2.9,1022.3,1032.3,2350,1027.9,428,1029.7,10,6.4,1100,1.69,8.97,,,,,,3.1,3.1,-1.7,-14.4,,,,,,,,,,,,,
143,2010-01-16,-.7,-7.6,742,5.7,1530,,,,,,,7.3,270,1641,4.9,270,1315,1.9,1642,-16.2,12,1518,34,1.8,1024.8,1034,1005,1029.9,1456,1032.1,10,9.6,1200,2.14,12.8,,,,,,.3,0,-2.5,-18,,,,,,,,,,,,,
143,2010-01-17,.4,-7.2,713,7.4,1507,,,,,,,6.8,270,1249,4,270,1305,1.4,1183,-17.8,9,1257,27.1,1.6,1024.9,1034.6,952,1030.9,2357,1032.2,10,9.4,1200,2.04,12.08,,,,,,0,0,-1.5,-14.9,,,,,,,,,,,,,
143,2010-01-18,1.8,-4.4,611,9.9,1525,,,,,,,7.7,290,1250,4,270,1252,1.4,1199,-8.9,27,1245,46.6,3.2,1023.5,1032.4,933,1028.8,1518,1030.8,10.1,7.8,1200,1.94,10.84,,,,,,.8,0,.1,-13.5,,,,,,,,,,,,,
143,2010-01-19,3.6,-3.5,744,10.9,1555,,,,,,,3.8,270,1444,2.4,250,1421,.9,766,-4.6,32,1557,57,4.4,1021.6,1032.4,834,1025.2,2352,1028.8,10.1,6.7,1200,1.6,9.06,,,,,,5.8,1.1,2,-12.7,,,,,,,,,,,,,
143,2010-01-20,9.1,6.4,41,13,1703,7.25,,,,,5,4,290,1730,1.9,290,1622,.8,717,6,48,0,81.9,9.7,1010.2,1025.4,0,1012.4,2344,1017.2,10.1,0,1100,.39,2.06,,,,,,10,6.8,7.6,3.8,,,,,,,,,,,,,1.75
143,2010-01-21,4.6,-2.3,2345,9.8,0,1.5,,,,,2,9.4,320,1122,5.8,290,520,3.2,2736,-5.1,24,1458,52.9,4.9,1012.1,1026,2358,1011.5,157,1019.2,10.1,6.7,1200,2.11,11.07,,,,,,3.5,2.5,5.3,-7,,,,,,,,,,,,,
143,2010-01-22,-2,-4.4,752,1.9,1433,,,,,,,11.8,320,1107,6.3,270,1048,3.6,3109,-14.2,21,1540,40,2.1,1018.6,1028,1043,1023.8,1520,1025.9,10.2,9.2,1200,2.08,12.63,,,,,,0,0,-1.8,-8.7,,,,,,,,,,,,,
143,2010-01-23,-1.5,-4.8,519,2.9,1442,,,,,,,11,320,1332,5.7,290,1242,3.2,2758,-11.9,28,1611,46.1,2.5,1018.3,1027.3,300,1023,1457,1025.6,10.2,9,1300,2.1,12.94,,,,,,.3,.3,-2.1,-9.8,,,,,,,,,,,,,
143,2010-01-24,1.7,-3,728,7.4,1555,,,,,,,6.9,270,1241,4.1,270,1242,1.8,1570,-9,28,1544,46.4,3.1,1015.9,1026.4,117,1020.1,1719,1023.1,10.2,8.9,1200,2.15,12.81,,,,,,.9,0,-.1,-11.5,,,,,,,,,,,,,
143,2010-01-25,2,-2.2,2357,7.3,1432,,,,,,,13.3,290,1130,6.8,290,1114,2.5,2118,-12.4,13,1605,38.1,2.6,1015.1,1028.2,2320,1018.2,527,1022.3,10.2,8.7,1200,1.92,11.79,,,,,,1.8,.3,.8,-9.6,,,,,,,,,,,,,
143,2010-01-26,-.5,-4.7,618,5.7,1534,,,,,,,9.2,270,847,4.9,270,858,2.5,2201,-15.8,15,1201,32.8,1.8,1022.6,1032.8,931,1027.9,0,1030,10.3,9.9,1200,2.32,14.44,,,,,,0,0,-.7,-12.8,,,,,,,,,,,,,
143,2010-01-27,1.8,-4.2,434,6.3,1501,7,,,,,6,4.6,250,2358,2.9,270,2348,1,878,-5.4,28,1209,62.3,4.5,1012.3,1028.3,0,1011.3,2226,1019.5,10.3,4.7,1100,1.96,6.97,,,,,,5.6,3.6,-.8,-13,,,,,,,,,,,,,
143,2010-01-28,5,2,410,9.6,1422,,,,,,,8.8,290,1433,5.2,290,1433,2.6,2232,-4.2,28,1610,54.9,4.7,1010.3,1022,2349,1011.4,7,1017.4,10.3,8.2,1200,2.17,12.89,,,,,,1,1,3.2,-8.1,,,,,,,,,,,,,
143,2010-01-29,2.6,-.9,641,8.2,1511,,,,,,,10.8,270,1335,6.1,270,1354,3.4,2913,-12.5,21,1617,32.6,2.4,1015.5,1024.9,931,1020,1612,1022.7,10.3,9.7,1200,2.21,13.83,,,,,,.1,.1,1.2,-7.9,,,,,,,,,,,,,
143,2010-01-30,3.5,-2.3,737,8.6,1434,,,,,,,5.2,290,48,3.1,270,33,1.3,1098,-7.8,28,1435,45.3,3.4,1015.6,1026,935,1020.1,1535,1022.8,10.4,4.1,1100,1.95,9.39,,,,,,4.8,1.3,1.5,-11.7,,,,,,,,,,,,,
