지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
119,2012-01-01,-2.6,-6.7,2400,.6,1144,.75,,,,,0,13.1,290,1538,6.8,290,1428,2,1751,-6.9,51,1426,72.3,3.7,1020.5,1027.2,2125,1022.5,1413,1024.9,9.7,1.7,1100,.99,4.61,,,,,,5.4,4.9,-2.2,-7.3,-1.3,-1.7,-.1,.7,3.8,7.4,9.9,15.6,17.5,,1.1,0,
119,2012-01-02,-4.8,-10.1,632,-.7,1503,,,,,,,4.6,340,1331,2.4,270,1538,1.1,972,-8.5,58,1350,75.5,3.2,1022.5,1029.5,1010,1025,2353,1026.9,9.7,4.9,1100,1.36,7.1,,,,,,2.8,2.4,-3.5,-10.2,-1.8,-2.1,-.1,.7,2.2,6.3,9.8,15.7,17.9,,1.1,,
119,2012-01-03,-4.6,-7.8,450,.9,1344,1.83,,,,,.6,9.6,340,1725,6.2,340,1727,1.4,1221,-7.9,49,1250,78.8,3.4,1017.9,1025.4,47,1018.4,1358,1022.3,9.7,2.5,1200,1.43,5.49,1.1,1740,1.1,1740,1.1,7.5,5.1,-3.2,-8.5,-1.7,-2,-.2,.6,3.7,7.1,9.7,15.5,17.5,,.5,.6,
119,2012-01-04,-6.4,-8.6,739,-3.5,1439,,,,,,,8.3,320,335,4.7,320,337,2.4,2107,-12.4,47,1236,63.1,2.4,1022,1029.4,2255,1022.2,121,1026.4,9.7,8.3,1200,1.62,8.95,,,1,1,,1.8,1.8,-3.6,-9.4,-1.9,-2.1,-.3,.5,3.7,7.1,9.6,15.5,17.5,,1,,
119,2012-01-05,-6.3,-11.5,803,-1,1349,,,,,,,6.3,230,1532,3.3,270,1419,.9,763,-11.5,43,1242,68.9,2.6,1025.4,1031.5,1005,1028.7,1548,1029.9,9.7,9.1,1200,1.65,9.95,,,.2,1,,1,1,-4.5,-12.2,-2.4,-2.5,-.4,.3,1.8,6,9.4,15.4,17.8,,1.3,,
119,2012-01-06,-2.8,-6.4,1,1.9,1330,,,,,,,7.4,270,1611,3.9,270,1520,1.3,1143,-10,41,1244,58,2.9,1027.2,1034.3,2342,1029.8,1,1031.6,9.7,7.7,1200,1.68,8.95,,,,,,2.4,2.4,-3.2,-8.2,-1.9,-2.3,-.6,.2,1.8,5.9,9.4,15.3,17.8,,1.3,,
119,2012-01-07,-5.3,-11,614,2.1,1524,,,,,,,3.9,270,1651,2.7,270,1654,.7,598,-11.3,31,1448,65.5,2.6,1031.1,1037.8,1025,1034.1,2354,1035.6,9.7,8.8,1200,1.64,9.31,,,,,,0,0,-4.6,-11.4,-2.5,-2.6,-.6,.1,1.6,5.8,9.2,15.2,17.7,,1.2,,
119,2012-01-08,-3.5,-9.2,746,1.3,1235,,,,,,,6,340,1503,3.1,290,1503,.8,673,-7.8,40,1304,73.9,3.5,1028,1034.9,227,1030.4,1408,1032.5,9.7,3.6,1100,1.51,6.62,,,,,,5.8,3.4,-3.9,-10.2,-2.3,-2.6,-.7,0,1.5,5.7,9.1,15.1,17.7,,.9,0,
119,2012-01-09,-.8,-4.2,2,3,1426,1.5,,,,,0,5.8,270,1526,3.3,250,1532,.9,752,-3.7,62,1431,81.1,4.7,1025.9,1032.3,1016,1028.4,1549,1030.3,9.8,1.5,1200,1.15,5.62,,,,,,6,4.6,-2.2,-6,-1.5,-2.1,-.7,0,1.4,5.6,9,15.1,17.7,,1.2,0,
119,2012-01-10,-1.8,-6.9,805,2.2,1406,,,,,,,8.3,320,1415,3.9,290,1419,1.6,1356,-9.1,45,1200,58.1,3.1,1024,1030.3,425,1026.6,1413,1028.4,9.8,7.8,1300,1.55,8.46,,,,,,.8,0,-3.8,-8.1,-1.9,-2.3,-.7,-.1,1.4,5.4,8.9,14.9,17.6,,1.5,,
119,2012-01-11,-4.9,-7.7,2351,-2.1,1450,,,,,,,7.4,340,110,3.9,320,147,2.1,1831,-13.9,34,1531,49.9,2.1,1027.1,1033.1,1034,1028.3,9,1031.5,9.8,8.9,1200,1.73,9.97,,,,,,0,0,-5.1,-10.5,-2.6,-2.7,-.8,-.1,1.3,5.3,8.8,14.8,17.6,,1.3,,
119,2012-01-12,-4.5,-11.7,531,.6,1544,1.5,,,,,0,6.1,270,1615,3.1,250,1556,1.1,988,-9.3,47,1007,70.1,3.2,1024.8,1033.2,239,1025.9,2356,1029.2,9.8,4.8,1100,1.57,7.21,,,,,,4.8,4,-4.9,-11.7,-2.8,-3.1,-1,-.2,1.1,5.2,8.7,14.7,17.5,,.9,0,
