지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2010-01-01,-3.6,-9.5,745,1.9,1451,.33,,,,,0,5.4,50,16,3.8,50,1,1.5,1310,-8.7,50,1456,68.4,3.2,1013,1024.7,226,1020.5,2329,1022.6,9.8,7.7,1400,1.46,8.17,,,9.5,0,,2.1,2.1,.7,-13.6,,,,,,,,,,,,,
156,2010-01-02,1.6,-3.9,219,6.6,1440,,,,,,,9.5,50,527,5.3,20,2000,1.2,1039,-2.9,62,1305,72.8,5,1008.8,1021.7,2341,1014,1445,1018.2,9.9,1.2,1100,1.32,5.59,,,5.3,0,,7.6,7.6,1.2,-8.2,,,,,,,,,,,,,
156,2010-01-03,.4,-1.8,2345,3.5,1427,,,,,,,8.6,20,248,4.5,20,253,2,1725,-9.2,29,1659,49.5,3.1,1011.8,1023.6,1023,1018.7,2400,1021.2,9.9,8.7,1200,1.96,11.2,,,1.9,0,,1,.6,2.2,-6.1,,,,,,,,,,,,,
156,2010-01-04,.5,-1.8,0,5.7,1413,9.23,,,,,5.1,16.2,250,1513,9.6,250,1417,2.3,1986,-4.2,41,522,72,4.6,1005,1019,10,1009.8,1352,1014.4,9.9,.7,1400,.96,2.55,3.3,2400,3.3,2400,3.3,8,6.8,.8,-5.8,,,,,,,,,,,,,
156,2010-01-05,-3,-4.9,2358,.2,1347,18.32,,,,,3.6,11,320,910,4,250,235,1.9,1648,-5.3,68,1421,84.1,4.2,1013.4,1025.1,2214,1018.6,4,1022.9,9.9,1.8,1400,.45,2.18,9.7,2400,11.9,2400,11.9,7,7,.8,-7.1,,,,,,,,,,,,,
156,2010-01-06,-4.3,-7.2,553,-.4,1311,13.12,,,,,.3,7.4,360,1335,4.3,360,1341,2.4,2091,-8,59,1401,75.6,3.3,1016,1026.8,2204,1024.3,1412,1025.6,9.9,6.9,1400,1.62,7.56,1.3,2350,12.5,300,2.1,4.9,4.9,1,-9.2,,,,,,,,,,,,,
156,2010-01-07,-3.1,-5.8,617,1.1,1357,6.33,,,,,.1,7,50,1241,4.8,50,954,2.9,2479,-8.1,54,1526,68.8,3.3,1016.7,1027.5,1019,1025.2,1421,1026.3,9.9,7.1,1100,2.12,11.39,.3,500,7.8,500,.3,6.3,6.3,2,-8.3,,,,,,,,,,,,,
156,2010-01-08,-1.8,-5.9,707,3.3,1522,,,,,,,7.5,320,1439,4.4,50,540,2.5,2166,-7.2,48,1218,67.1,3.6,1015.6,1026.4,2237,1023.2,1430,1025.2,9.9,8.2,1200,1.91,11.48,,,3.4,0,,1.3,1.3,1.1,-9,,,,,,,,,,,,,
156,2010-01-09,-.7,-5.1,612,2.3,1457,,,,,,,5.9,360,529,2.3,20,129,.8,697,-5.1,57,1551,72.5,4.2,1016.5,1027.7,2312,1023.8,1442,1026,10,1.2,900,.72,4.31,,,,,,6.1,3.8,-.6,-7.7,,,,,,,,,,,,,
156,2010-01-10,1.9,.6,255,3.7,1528,,,,,,,7.8,50,1041,4.6,50,1030,2,1746,-3.7,57,1141,66.6,4.6,1017.4,1028.6,1001,1024.4,1531,1026.8,10,0,1300,.6,3.17,,,,,,10,4.6,1.5,-2.2,,,,,,,,,,,,,
